id,stem,terms,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none,total
371,Siglo,centuries century,1,0,0,0,0,0,0,1,0,0,0,2
372,Conceder,grants granting granted grant,0,1,0,0,1,0,0,0,0,0,0,2
373,principalmente,mainly,0,0,0,0,0,0,0,1,0,0,0,1
374,Básica,basic basically basics,0,2,0,0,0,0,0,0,0,0,1,3
375,Quiebra,bankrupt bankrupting bankrupted,0,0,0,0,0,0,0,0,0,0,1,1
376,Persona,personal personality personally persons person,0,1,1,0,0,0,0,0,0,0,1,3
377,Crema,cream,0,0,0,0,0,0,0,0,0,0,1,1
378,Compañero,mating mates mate mated,0,1,0,0,0,0,0,0,0,0,1,2
379,Imaginar,imagination imagine imaginative imagines imaginable imagining imagined,4,1,0,0,1,0,0,2,4,0,3,15
380,Mozzarella,mozzarella,0,2,0,0,0,0,0,0,0,0,2,4
381,Kilo,kilos kilo,1,0,0,0,0,0,0,0,0,0,2,3
382,Carne,beef beefed,0,1,0,0,0,0,0,0,0,0,0,1
383,Especia,spice spices spiced,0,1,0,0,0,0,0,1,0,0,1,3
384,Aceite,oil oiled oils,0,0,0,0,0,0,0,0,0,0,2,2
385,Terminar,finished finish finishing,0,0,0,0,0,0,0,0,1,0,7,8
386,Ninguno,none,0,0,0,0,0,0,0,0,0,0,2,2
387,Sólido,solid,0,0,0,0,0,0,0,0,0,0,2,2
388,Recomendar,recommendation recommendations recommending recommend recommended,1,0,1,0,0,0,0,0,0,0,2,4
389,brigada,brigades brigade brigaded brigading,0,0,0,0,0,0,1,0,0,0,1,2
390,hacia arriba,upping up ups,0,0,0,0,0,0,0,0,0,0,1,1
391,objetivo,purposes purpose purposely purposefully,0,1,0,0,0,0,0,0,0,0,2,3
392,Resultado,resulted results resulting result,0,0,1,0,0,0,1,2,0,0,0,4
393,Mostrado,shown,0,1,0,0,0,0,0,0,0,0,2,3
394,Impresionar,impressive impress impressed impressively impressions impression,0,2,0,0,0,0,0,0,0,0,0,2
395,Enviar,submit submitting submitted submits,0,0,0,0,0,0,0,0,0,0,2,2
396,Soltera,singled single,0,0,0,0,0,0,0,0,0,0,1,1
397,Menos,less,0,0,0,0,0,0,0,0,0,0,1,1
398,Migrantes,migrant migrants,1,0,0,0,0,0,0,0,0,0,1,2
399,Más,most,0,0,0,0,0,0,0,0,0,0,3,3
400,Además,also,0,0,0,0,0,0,0,0,3,1,6,10
401,Poder,able,0,0,0,0,0,0,0,0,0,0,2,2
402,Conversación,conversational conversation conversely conversing conversed conversion conversations,0,2,0,0,0,0,0,0,0,0,0,2
403,Cad,cad,0,0,0,0,0,1,0,0,0,0,2,3
404,Alrededor,around,0,0,0,0,0,0,0,0,0,0,2,2
405,superficie,surfaces surfaced surface,1,0,0,0,0,0,0,0,0,0,0,1
406,Punto,point points pointed pointing,0,0,0,0,0,0,0,0,0,0,1,1
407,feliz,happy happiness,0,5,0,0,0,0,0,0,0,0,0,5
408,Ceder,ceding ceded cede,0,0,0,0,0,0,0,0,0,0,1,1
409,deber,dutifully duties duty,0,3,1,0,0,0,0,0,1,1,2,8
410,bendecir,blessing blessed bless,0,3,0,0,0,0,0,1,2,0,3,9
411,Venganza,revenge,0,0,0,0,0,0,0,0,0,0,2,2
412,dispensar,dispensation dispense dispensed,1,0,0,0,0,0,0,0,0,3,3,7
413,Vendido,sold,0,0,0,0,0,0,0,0,0,0,2,2
414,Razón,reasonably reasoned reasoning reasonable reasons reason,0,0,0,1,0,0,0,0,0,0,0,1
415,Sentimiento,sentimentality sentiment sentimental sentiments,0,2,0,0,0,0,0,0,0,0,0,2
416,Evento,events event,1,1,0,0,0,0,0,0,0,0,0,2
417,en todos lados,everywhere,0,0,0,0,0,0,0,0,0,0,1,1
418,Podría,could,0,0,0,0,0,0,0,0,0,0,1,1
419,Salvar,saving save savings saved saves,0,3,1,0,0,0,0,0,0,0,0,4
420,Cha,cha,0,0,0,0,0,0,0,0,0,0,3,3
421,Pintura,paintings paint paints painted painting,0,0,0,0,0,0,0,0,0,0,3,3
422,Piel,skins skinned skin,0,1,0,0,0,0,0,0,0,0,2,3
423,Enorme,huge hugely,1,1,0,0,0,0,0,0,0,0,0,2
424,Espada,swords sword,0,0,0,3,0,0,0,0,0,0,0,3
425,de otra manera,otherwise,0,0,0,0,0,0,0,0,0,0,1,1
426,Correcto,rights rightness righting rightfully right rightful,0,3,0,0,0,0,0,0,2,0,4,9
427,Acuerdo,agreements agreement,0,0,0,0,0,0,0,0,0,0,1,1
428,de acuerdo,agree agrees agreeing agreed,0,1,7,0,0,0,0,0,0,0,2,10
429,negativo,negatives negativity negative negatively,0,0,0,0,2,0,0,1,0,0,1,4
430,Declaración,statements statement,0,0,0,0,0,0,0,0,0,0,2,2
431,Tiro,shot shots,0,1,0,0,0,0,0,0,0,0,0,1
432,Ninguno,neither,0,1,0,0,0,0,0,0,0,0,0,1
433,Curso,course courses,0,0,1,0,0,0,0,0,0,0,3,4
434,Asilo,haven havens,0,5,1,0,0,0,0,0,1,0,3,10
435,Estudiar,studies study studying studied,0,1,0,0,0,0,0,0,0,0,0,1
436,Regla,ruled rules ruling rulings rule,0,0,0,0,0,1,0,0,0,0,2,3
437,Elegir,picked pick picks picking,2,0,1,0,0,0,0,0,0,0,0,3
438,Si,whether,0,0,0,0,0,0,0,0,0,0,1,1
439,Sí,aye,0,0,0,1,0,0,0,0,0,0,2,3
440,Desafiar,defying defies defied defy,1,0,0,0,0,1,3,0,0,0,0,5
441,Intento,attempts attempt attempted attempting,1,0,0,0,0,0,0,0,0,0,0,1
442,Matar,kill kills killings killing killed,0,0,0,1,0,0,0,0,0,0,0,1
443,Aleatorio,random randomness,2,0,0,0,0,0,0,1,0,0,6,9
444,Mezcla,mix mixing mixed mixes,0,1,0,0,0,0,0,0,0,0,1,2
445,Galés,welsh,0,1,0,0,0,0,0,0,0,0,1,2
446,Palabra,wording worded word words,0,0,0,0,0,0,0,0,0,0,1,1
447,Tarro,jar jarring jars,0,1,0,0,0,0,0,0,0,0,1,2
448,pronunciar,pronounce pronounced pronounces pronouncements pronouncing,0,0,0,0,0,0,0,0,0,0,1,1
449,Inteligente,clever cleverness,0,1,0,0,0,0,0,0,0,0,2,3
450,Ooh,ooh,0,1,0,0,0,0,0,0,0,0,0,1
451,Mod,mod mods,0,0,0,0,0,0,0,0,0,0,3,3
452,Delgada,thin,0,2,0,0,0,0,0,0,0,0,1,3
453,Crispi,crispy,0,9,0,0,0,0,0,1,0,0,2,12
454,Pesto,pesto,0,1,0,0,0,0,0,0,0,0,7,8
455,honestamente,honestly,0,0,1,0,0,0,0,0,0,0,0,1
456,Tienda,shops shop shopped shopping,0,3,0,0,0,0,0,0,0,0,0,3
457,Silencio,hush,0,0,0,0,0,1,1,0,0,0,0,2
458,Boca,mouth mouths mouthing,0,0,0,0,0,0,0,0,0,0,1,1
459,Hongos,fungi,0,0,0,0,0,0,0,0,0,0,1,1
460,Cameo,cameo,0,0,0,0,0,0,0,0,0,0,1,1
461,Nada,nothings nothing,0,0,0,0,1,0,0,0,0,0,1,2
462,Elogio,praises praised praising praise,0,0,0,0,0,0,0,0,0,0,2,2
463,Línea,line lined lining lines,0,0,0,0,0,0,0,0,0,0,2,2
464,Piadoso,godly,0,2,3,0,0,0,0,0,0,0,0,5
465,Extraño,weird,0,0,0,0,0,0,0,0,0,0,1,1
466,Descongelación,defrost,0,0,0,0,0,0,0,0,0,0,5,5
467,Rasgón,tear tearing tears,0,0,0,0,2,0,0,0,0,0,1,3
468,Grande,largely large,1,0,0,0,0,0,0,0,6,0,2,9
469,Cubrir,cover covered covering covers,0,1,0,0,0,0,0,0,0,0,1,2
470,Minuto,minute minutes,0,1,0,0,0,0,0,0,0,0,0,1
471,Suficiente,enough,0,0,0,0,0,0,0,0,0,0,1,1
472,reducir,reducer reduce reducing reduced reduces,0,0,0,0,0,0,1,0,0,0,0,1
473,Mayor,biggest,1,1,1,0,0,0,0,2,3,1,1,10
474,Queja,gripes gripe,0,0,0,0,1,0,0,0,0,0,0,1
475,Exceso,excess excessively excesses excessive,0,0,0,0,0,0,0,1,0,0,0,1
476,Habitual,usually usual,0,1,3,0,0,0,0,0,4,3,5,16
477,remover,removed removing removal remove removes,0,0,0,0,0,0,0,0,0,0,1,1
478,bases,elaboration elaborate elaborated elaborating,1,3,0,0,0,1,0,0,1,0,3,9
479,Huevo,egg eggs,0,0,0,0,0,0,0,0,0,0,3,3
480,Tipo,kinds kind kindness,0,1,1,0,0,1,0,0,0,0,0,3
481,Parrilla,grilled,0,0,0,0,0,0,0,0,0,0,2,2
482,sucio,dirty,0,0,0,0,2,0,0,0,0,0,0,2
483,Regular,regulars regular,0,0,0,0,0,0,0,0,0,0,2,2
484,Sabor,flavour flavours flavoured,0,1,0,0,0,0,0,0,0,0,2,3
485,justicia,justice,1,2,2,0,0,0,0,0,3,1,1,10
486,reconocer,recognized recognizing recognize recognizes,0,0,1,0,0,0,0,0,0,0,0,1
487,Préstamo,loan loans loaned,0,0,1,0,0,1,0,0,0,0,0,2
488,Similar,similarity similarities similar,0,1,0,0,0,0,0,0,0,0,0,1
489,Cada,each,0,0,1,0,0,0,0,0,3,1,5,10
490,ciervo,bucks bucked buck,0,0,0,0,0,1,0,0,0,0,0,1
491,Señor,lording lords lord,0,0,0,0,0,0,0,0,0,0,2,2
492,Patria,motherland,0,1,0,0,0,0,0,0,0,0,0,1
493,Forma,form forms forming formed formative,0,0,0,0,0,0,0,0,0,0,1,1
494,Detectar,detect,0,0,0,0,0,0,0,0,0,0,4,4
495,Sarcasmo,sarcasm,0,1,0,0,1,0,0,0,0,0,1,3
496,Instinto,instinctive instinct instincts instinctively,0,1,0,0,0,0,1,0,0,0,0,2
497,Bruto,gross,0,0,0,0,0,0,1,0,0,0,1,2
498,abajo,downing down,0,0,0,0,0,0,0,0,0,0,1,1
499,Mojado,wet,0,0,0,0,0,0,0,0,0,0,2,2
500,Brocheta,kebab kebabs,0,0,0,0,1,0,0,0,0,0,0,1
501,Común,commonality commonalities commoners commoner commons common,0,0,1,0,0,0,0,0,0,0,0,1
502,rápido,fast,0,1,0,0,0,0,0,0,0,0,2,3
503,Lugar,placing place placed places,0,2,0,0,0,0,0,0,0,0,2,4
504,día,greases greasing grease greased,0,0,0,0,0,0,0,0,0,0,1,1
505,sorpresa,unsurprising,0,0,0,0,0,0,0,1,0,0,3,4
506,Mañana,morning,0,0,0,0,0,0,0,0,0,0,1,1
507,Hangov,hangover,0,0,0,0,1,2,0,0,0,0,0,3
508,vió,saw sawing,0,1,0,0,0,0,0,1,0,0,0,2
509,Atreves,dare dared dares daring,0,0,1,0,1,0,0,1,0,0,0,3
510,Trabajo,jobs job,0,0,1,0,0,0,0,0,0,0,0,1
511,apropiado,appropriate appropriately appropriating appropriations appropriator appropriation,0,1,2,0,0,0,2,0,0,0,0,5
512,igual,shittiest,0,0,0,0,0,0,0,0,0,0,2,2
513,Pirámide,pyramids pyramid,0,0,0,0,0,0,0,0,0,0,2,2
514,Intro,introduce introducing introduced introduces,1,0,0,0,0,0,0,0,0,0,1,2
515,Choza,hut huts,0,1,0,0,0,0,0,0,0,0,1,2
516,monstros,monstrosity monstrosities,0,1,0,0,1,0,0,0,0,0,0,2
517,Invisible,unseen,0,0,0,1,0,0,0,0,0,0,2,3
518,Trajo,brought,0,2,0,1,0,0,0,0,0,0,0,3
519,Maldito,damning damn damned,0,0,0,1,0,1,0,0,2,2,3,9
520,principalmente,mostly,0,1,0,0,0,0,0,1,5,1,2,10
521,Ido,gone,0,0,0,0,1,0,0,0,0,0,1,2
522,Hmm,hmm,0,0,0,0,0,0,0,0,0,0,1,1
523,funcionarios,functionaries,0,0,0,0,0,0,0,0,0,0,2,2
524,desviación,deviation deviated deviate,0,1,0,0,0,1,0,0,0,0,0,2
525,Titulo,titles title titled,0,0,0,0,0,0,0,0,0,0,3,3
526,Expresiones,expressions expression expressing expresses expressed express expressive,2,2,0,0,0,0,0,0,0,0,1,5
527,Mostrar,showing showed shows show,2,2,1,0,0,0,0,2,0,0,2,9
528,Lista,lists listings list listing listed,0,1,0,0,0,1,0,0,0,0,1,3
529,cerca,nearly,0,1,0,0,0,0,0,0,0,0,2,3
530,Publicar,published publish publishing,1,0,2,0,0,0,0,4,0,0,4,11
531,Corte,courts court courting,0,0,0,0,0,0,0,0,0,0,2,2
532,Auditor,auditors,0,0,0,0,0,0,0,0,0,0,3,3
533,Monitor,monitors monitor monitored monitoring,0,0,0,0,0,0,0,0,0,0,1,1
534,financiero,financially financials financier financiers financial,0,1,1,0,0,0,0,0,0,0,1,3
535,Gestionar,managed manage managers managing management manages manageable manager,0,1,1,0,0,0,0,0,2,0,5,9
536,Institucion,institute institutes institutions institutional institution,0,2,0,0,1,0,0,0,0,0,0,3
537,vocabulario,vocabulary,0,0,0,0,0,0,0,0,0,0,1,1
538,ejemplo,example examples,0,0,0,0,0,0,0,0,0,0,1,1
539,controversia,controversy controversial,0,0,0,0,0,0,0,0,0,0,2,2
540,Tema,topic topics,0,0,0,0,0,0,0,0,0,0,3,3
541,Aunque,although,0,0,0,0,0,0,0,0,0,0,1,1
542,Oprimir,oppressive oppressing oppression oppressed oppress,0,0,0,1,0,0,0,0,0,0,0,1
543,colonia,colonies colonialism colonial colony,0,0,0,0,0,0,0,0,0,0,1,1
544,innecesario,unnecessary,0,0,0,0,1,0,0,0,0,0,1,2
545,Olvidar,forgets forgetfulness forgetting forget,0,0,0,0,0,0,0,0,0,0,1,1
546,finanzas,finances finance financing financed,0,1,1,1,0,0,0,0,3,0,4,10
547,Ministros,ministers minister,0,0,1,0,0,0,0,0,0,0,0,1
548,Sabía,knew,0,0,0,0,0,0,0,0,0,0,1,1
549,Activa,activation activates actively activity activities activism activated activate active activating,0,1,0,1,0,0,0,0,0,0,0,2
550,Buscado,sought,3,2,0,0,0,0,0,0,2,0,2,9
551,cierto es que,admittedly,0,1,0,0,0,0,0,0,0,0,1,2
552,Deuda,debts debt,0,0,1,0,0,0,0,0,0,0,2,3
553,Mismo,same,0,0,0,0,0,0,0,0,0,0,2,2
554,frase,sentence sentenced sentences,0,0,0,1,0,1,0,0,0,0,0,2
555,Vergüenza,shameful shamed shames shamefully shaming shame,0,0,0,0,1,1,0,0,0,0,0,2
556,preocupando,worried worrying worry worries,0,0,0,0,1,0,1,0,0,0,0,2
557,Congresista,congressman,0,0,0,0,0,0,0,0,0,0,1,1
558,Empuje,pushing push pushes pushed,0,0,1,0,0,1,1,0,0,0,0,3
559,partimento,charging charges charged charge,0,0,0,0,0,0,0,0,0,0,2,2
560,Corrupto,corrupt corrupted corrupts corrupting corruption,0,0,1,1,1,0,0,0,0,0,2,5
561,Tratar,treating treat treats treated,0,1,0,0,0,0,0,0,0,0,0,1
562,Regalo,gifts gifted gift,0,2,0,0,0,0,0,0,0,0,0,2
563,estado,status statues statue,1,0,0,0,0,0,0,0,0,0,1,2
564,Libertad,liberty liberties,0,4,0,0,0,0,0,0,2,0,4,10
565,Compra,purchase purchasing purchased purchases,0,1,0,0,0,0,0,0,0,0,0,1
566,Borbón,bourbon,0,0,0,0,0,0,0,0,0,0,2,2
567,familia,families family,0,0,0,0,0,0,0,0,0,0,1,1
568,Compacto,compact,1,1,0,0,0,0,0,0,0,0,2,4
569,Trece,thirteen,0,0,0,0,0,0,0,0,0,0,1,1
570,revolucionario,revolutionary,0,0,0,1,0,0,0,0,0,0,1,2
571,Pérdida,losses loss,0,0,0,0,1,0,0,0,0,0,0,1
572,Él,him,0,0,0,0,0,0,0,0,0,0,9,9
573,después,subsequent subsequently,0,0,0,0,0,0,0,0,0,0,1,1
574,SEPARAR,separation separated separate separately separating separates,0,0,0,0,0,0,0,0,0,0,1,1
575,coherente,coherent coherence coherently,0,0,0,1,0,0,0,0,0,0,2,3
576,Mención,mentioned mentions mention mentioning,0,0,0,0,0,0,0,0,0,0,2,2
577,Aunque,albeit,0,0,0,0,0,0,0,0,0,0,1,1
578,Constitución,constitution constitutional constitutions constitute constitutionally constituting constituted constitutes,0,1,1,0,0,0,0,0,0,0,0,2
579,Tú mismo,yourself,0,1,0,0,0,0,0,0,0,0,1,2
580,Bilingüe,bilingual bilingualism,1,0,0,0,0,0,0,0,0,0,0,1
581,primaria,primaries primary,0,1,0,0,0,0,0,0,0,0,0,1
582,mensaje,messaged messaging message messages,0,1,0,0,0,0,0,0,0,0,2,3
583,Wow,wow,0,1,0,0,0,0,0,0,0,0,1,2
584,Triste,sad sadness,0,0,0,0,1,0,0,0,0,0,0,1
585,Representar,represented represents representative representing represent representatives,0,0,0,0,0,0,0,0,0,0,1,1
586,Crimen,crime crimes,0,0,0,0,0,0,0,0,0,0,1,1
587,Sorpresa,surprising surprises surprised surprise,0,0,0,0,0,0,0,3,0,0,0,3
588,Verdad,true,0,0,1,0,0,0,0,0,0,0,0,1
589,Arranque,booting boots boot booted,0,0,0,0,0,0,0,0,0,0,1,1
590,hostil,hostilities hostile hostility,0,1,0,0,0,0,0,0,0,0,0,1
591,Hacia,toward towards,0,0,0,0,0,0,0,0,0,0,1,1
592,Torturar,torturing tortured torture torturer,0,0,0,0,0,0,0,0,0,0,1,1
593,Muerte,death deaths,0,0,0,0,2,0,0,0,0,0,0,2
594,Polaco,polish,0,0,0,0,0,1,0,0,0,0,1,2
595,Inmigración,immigration immigrants immigrations immigrate immigrating immigrated immigrant immigrates,2,0,0,0,0,0,0,0,0,0,0,2
596,Inyectar,inject injecting injects,0,0,0,0,0,0,0,0,0,0,2,2
597,error de ortografía,misspelling misspelled,0,0,0,1,0,0,0,0,0,0,0,1
598,Frase,phrased phrasing phrases phrase,0,1,0,0,0,0,0,0,0,0,8,9
599,Redondo,rounded rounding rounds round,0,0,0,0,0,1,0,0,0,0,1,2
600,Masa,dough,0,0,0,0,0,0,0,0,0,0,1,1
601,vegetales,vegetables,0,0,0,0,0,0,0,0,0,0,3,3
602,Tienden,tending tended tend tends,0,2,0,0,0,0,0,1,0,0,0,3
603,Unirse,join joining joined joins,0,1,0,0,0,0,0,0,0,0,2,3
604,Normal,normally normalizing normalize normality normal,0,3,4,0,0,0,0,0,2,3,5,17
605,Salvo,unless,0,0,0,0,0,0,0,0,0,0,1,1
606,arco largo,longbows longbow,0,0,0,0,0,0,1,0,0,0,1,2
607,Acento,accenting accented accent accents,0,1,0,0,0,0,0,0,0,0,2,3
608,Aire,airing air airs,0,2,0,0,0,0,0,0,0,0,2,4
609,Moda,fad,0,1,0,0,0,0,0,0,0,0,0,1
610,Ordenado,neat,0,0,0,0,0,0,0,0,0,0,1,1
611,Aprender,learns learned learn learning,0,2,0,0,0,1,0,0,0,0,0,3
612,despacio,slowly,1,0,0,0,0,0,0,0,1,3,4,9
613,realizado,realized realization realize realizing realizes,0,1,0,0,0,0,0,0,0,0,0,1
614,error,mistakes mistake mistaking,0,0,0,0,1,0,0,0,0,0,0,1
615,Peor,worst,0,0,0,0,0,1,0,0,0,0,0,1
616,ortografía,spelled spell spellings spells spelling,0,1,0,0,0,0,0,0,0,0,1,2
617,pronunciación,pronunciation,0,0,0,0,0,0,0,1,0,0,0,1
618,encogerse,cringing cringed cringe,0,0,0,0,0,1,0,0,0,0,0,1
619,Lejos,away,0,0,0,0,1,0,0,0,0,0,0,1
620,Hola,hello,0,1,0,0,0,0,0,0,0,0,1,2
621,al azar,randomly,0,0,0,0,1,0,0,0,0,0,0,1
622,Mil,thousand thousands,0,0,0,0,1,0,0,0,4,1,4,10
623,Saludar,greets greetings greet greeting greeted,0,2,0,0,0,0,0,0,0,0,0,2
624,Guión,scripts script,0,0,0,0,0,0,0,1,0,0,0,1
625,Focal,focal,0,0,0,0,0,0,0,0,0,0,2,2
626,Comida,meals meal,1,1,0,0,1,0,0,0,0,0,0,3
627,Luz,lights lighting light,0,2,0,0,0,0,0,0,0,0,1,3
628,Decente,decently decent,0,0,1,0,0,0,0,0,0,0,0,1
629,costumbre,wont,0,0,0,0,0,0,0,0,0,0,1,1
630,Congelar,freezing freeze freezes,0,1,0,0,0,0,0,0,0,0,0,1
631,Nuez,nuts nut,0,1,0,0,0,0,1,0,0,0,0,2
632,Cm,cm,0,0,0,0,0,0,1,0,0,0,1,2
633,Nieve,snow snowed,1,0,0,1,0,0,0,0,0,0,0,2
634,Viento,winding winds wind,0,2,0,1,0,0,0,1,0,0,0,4
635,Explosión,blasted blast blasts,0,0,0,1,0,0,1,0,0,0,1,3
636,Hueso,bone boned bones,0,0,0,0,0,0,0,0,0,0,1,1
637,Sí mismo,himself,0,0,0,0,0,0,0,0,0,0,1,1
638,Poseen,possessed possessing possess possession possessions,0,1,0,0,0,0,0,0,0,0,1,2
639,Bien,okay,0,0,1,0,1,0,0,0,2,1,4,9
640,Hace,doe does,0,0,1,0,0,0,0,0,0,0,2,3
641,Preciso,precision precisely precise,0,1,1,0,0,0,0,0,0,0,0,2
642,Tipo,sorts sorted sorting sort,0,0,0,0,0,0,0,0,0,0,1,1
643,Vario,various,0,0,0,0,0,0,0,0,0,0,2,2
644,Deli,deli,0,2,0,0,0,0,0,0,0,0,1,3
645,panaderia,bakery bakeries,0,0,0,0,1,0,0,0,0,0,2,3
646,enfermizo,unhealthy,0,0,0,0,1,1,0,0,0,0,1,3
647,sabroso,tasty,0,8,0,0,0,0,0,0,0,0,1,9
648,francamente,frankly,0,0,2,0,0,0,0,1,0,0,0,3
649,Choque,shocks shocked shocking shock,0,0,0,0,0,0,0,0,0,0,1,1
650,Odio,hateful hated hating hates hate,0,0,0,0,0,0,1,0,0,0,0,1
651,Lavar,wash washing washes washed,2,7,0,1,0,0,0,0,1,1,6,18
652,Cocinar,cook cooked cooking,2,6,0,0,0,0,0,0,0,0,4,12
653,Casi,almost,1,0,0,0,0,0,0,0,4,3,9,17
654,mucho,plenty plentiful,0,0,0,0,0,0,0,0,0,0,2,2
655,Harina,flour,0,1,0,0,0,0,0,0,0,0,4,5
656,Prevenir,preventing prevented prevents preventable prevent prevention,0,0,1,0,0,0,1,0,0,0,0,2
657,Flexible,floppy,0,0,0,0,1,0,0,1,0,1,6,9
658,Cantidad,amounts amounted amount amounting,0,1,0,0,0,0,0,0,0,0,1,2
659,Argot,slang,1,0,0,0,0,0,0,0,0,0,2,3
660,coloquial,colloquial colloquially,0,0,0,0,0,0,0,0,0,0,2,2
661,Término,term termed terms,0,0,0,0,0,1,0,0,0,0,0,1
662,Apuesta,betted bet betting bets,0,0,0,0,0,0,0,0,0,0,2,2
663,realizar,realises realised realising realise realisation,0,0,0,0,0,0,0,1,0,0,0,1
664,Himno,anthem,0,1,0,0,0,0,0,0,0,0,2,3
665,Jugar,plays play playful playing played,0,3,0,0,0,0,0,0,0,0,0,3
666,Oop,oops,0,0,0,0,0,0,0,2,0,0,0,2
667,Pista,tracking track tracked tracks,0,0,0,0,0,0,0,0,0,0,2,2
668,Rey,kings king,0,1,1,0,0,0,0,0,0,0,0,2
669,delicadeza,delicacy,1,0,0,0,0,0,0,0,0,0,0,1
670,Bienvenido,welcome welcoming welcomed welcomes,0,2,0,0,0,0,0,0,0,0,0,2
671,Extra,extra extras,0,0,0,0,0,0,0,0,0,0,2,2
672,Azul,blue,0,1,0,0,1,0,0,0,0,0,2,4
673,Ostra,oyster,0,1,0,0,0,1,0,0,0,0,1,3
674,Reloj,watch watching watches watched,0,1,0,0,0,0,0,0,0,0,1,2
675,Hundido,sunken,0,0,0,0,0,0,0,0,0,0,1,1
676,Referéndum,referendums referendum,0,0,1,0,0,0,0,0,0,0,1,2
677,Whiski,whisky,0,1,0,0,0,0,0,0,0,0,0,1
678,pobreza,poverty,0,0,0,0,2,0,0,0,0,0,0,2
679,Tarde,lately late,0,0,0,0,1,0,0,0,0,0,0,1
680,Postre,dessert desserts,0,1,0,0,0,0,0,0,0,0,1,2
681,ciencia,sciences science,0,0,0,0,0,0,0,0,0,0,2,2
682,Tés,tease,0,2,0,0,0,0,2,0,0,0,0,4
683,sangre,gore,0,0,0,1,0,0,0,0,0,0,0,1
684,Pregunta,questioned question questions questionable questioning,0,0,0,0,0,0,0,1,0,0,0,1
685,Comió,ate,0,1,0,0,0,0,0,0,0,0,1,2
686,Hace,ago,0,0,0,0,1,0,0,0,0,0,2,3
687,diferente a,unlike unlikeness unlikely,0,0,0,0,0,0,0,0,0,0,1,1
688,Bola,balls ball,0,1,0,0,0,0,0,0,0,0,1,2
689,increíble,awesome awesomeness awesomely,0,0,0,0,0,0,0,2,0,0,0,2
690,extraviado,stray,2,0,0,3,3,1,0,1,4,0,4,18
691,Más,furthers furthering further,0,0,0,0,0,0,0,0,0,0,1,1
692,Sauerkraut,sauerkraut,0,0,0,0,0,0,0,0,0,0,1,1
693,Interface,interface,1,1,0,0,0,0,0,0,0,0,1,3
694,Libra,pounding pounded pounds pound,1,0,0,2,0,0,0,0,0,0,0,3
695,Escucha,listeners listen listened listens listening,1,0,0,0,0,0,0,0,0,0,9,10
696,Negocio,business busy businesses,0,2,0,1,1,0,0,0,0,0,4,8
697,Cáncer,cancerous cancer,0,0,0,0,0,0,0,0,0,0,2,2
698,Agosto,august,0,1,0,0,0,0,0,0,0,0,1,2
699,Sin,without,0,0,0,0,1,0,0,0,0,0,7,8
700,administrador,administratively administrators administrative administrator administrations administration,0,0,0,0,0,0,0,0,0,0,2,2
701,Comité,committee committees,0,0,2,0,0,0,0,0,0,0,0,2
702,Presidente,chairman,0,1,6,0,0,0,0,0,0,0,3,10
703,Seguir,following follows followers follower followed follow,0,1,0,0,0,0,0,0,0,0,1,2
704,pendiente,dues due,0,0,0,0,2,0,0,0,0,0,0,2
705,Escándalo,scandals scandal scandalous,0,1,0,0,0,3,3,0,0,0,4,11
706,Responder,responders respondents responded responds respond responding,0,0,0,0,0,0,0,0,0,0,3,3
707,Noticias,news,0,0,0,0,0,0,0,2,0,0,1,3
708,Presidente,president preside presided presidents presidency,0,1,0,0,0,0,0,0,0,0,1,2
709,disculparse,apologize apology apologies apologizing,0,0,1,1,0,0,0,0,0,0,0,2
710,Diseño,designing designs designers designates designer designed designation design designated,0,2,0,0,0,0,0,1,0,0,0,3
711,Acción,actionable actions action,0,0,0,0,0,0,0,0,0,0,1,1
712,observar,observations observed observer observes observation observant observing observers observe,0,1,0,0,0,0,0,0,0,0,1,2
713,Icono,icon icons iconic,0,0,0,0,0,0,0,0,0,0,2,2
714,Completar,completion complete completely completed completing,0,3,0,0,0,0,0,0,0,0,0,3
715,Trivial,trivially trivial trivialize trivialized,0,0,0,0,1,1,0,2,0,0,0,4
716,atención,attention,0,0,0,0,0,0,0,0,0,0,3,3
717,Todavía,yet,2,0,0,0,1,0,0,0,2,1,11,17
718,Cuidado,care carefully caring cared careful cares,1,2,6,2,0,0,0,0,1,0,0,12
719,Probado,provenance proven,0,0,2,0,0,0,0,0,0,0,0,2
720,Lingua,lingua,1,0,0,0,0,0,0,0,0,0,1,2
721,abrumado,overwhelmingly,0,0,0,0,1,0,0,0,0,0,0,1
722,Pompa,pomp,0,0,0,0,0,0,0,0,0,0,1,1
723,servir,serves serve served serving,0,0,1,0,0,0,0,0,0,0,0,1
724,cumbre,pinnacle,0,1,0,0,0,0,0,1,0,0,1,3
725,Ingenieria,engineering engine engineers engines engineer engineered,1,1,0,0,0,0,0,0,0,0,2,4
726,alguien,somebody,0,0,0,0,0,0,0,0,0,0,2,2
727,Precio,prices price pricing priced,0,0,0,0,0,1,0,0,0,0,1,2
728,Señal sonora,beep,0,0,0,0,0,0,0,0,0,0,1,1
729,Deseo,wishing wishful wish wished wishes,3,1,0,0,0,0,0,0,3,0,2,9
730,Complejo,complexities complex complexity,0,0,0,0,0,0,0,0,0,0,1,1
731,Región,regional regions regionalism region,0,0,1,0,0,0,0,0,0,0,0,1
